Method,Feature Index,Feature Name,Score,Score Type
Variance Threshold,74,img_f22,0.9999999999999969,Variance
Variance Threshold,75,img_f23,0.9999999999999989,Variance
Variance Threshold,76,img_f24,0.9999999999999997,Variance
Variance Threshold,77,img_f25,1.0000000000000338,Variance
Variance Threshold,78,img_f26,1.0000000000000024,Variance
Variance Threshold,79,img_f27,1.0000000000000047,Variance
Variance Threshold,80,img_f28,1.0000000000000007,Variance
Variance Threshold,81,img_f29,0.9999999999999976,Variance
Variance Threshold,82,img_f30,1.0000000000000009,Variance
Variance Threshold,83,img_f31,1.0000000000000067,Variance
Variance Threshold,84,img_f32,0.9999999999999923,Variance
Variance Threshold,85,img_f33,0.9999999999999934,Variance
Variance Threshold,86,img_f34,0.9999999999999994,Variance
Variance Threshold,87,img_f35,0.9999999999999976,Variance
Variance Threshold,88,img_f36,1.0000000000000022,Variance
Variance Threshold,89,img_f37,1.0000000000000002,Variance
Variance Threshold,90,img_f38,0.9999999999999969,Variance
Variance Threshold,91,img_f39,1.0000000000000029,Variance
Variance Threshold,92,img_f40,1.0000000000000007,Variance
Variance Threshold,93,img_f41,0.9999999999999939,Variance
Variance Threshold,94,img_f42,0.9999999999999989,Variance
Variance Threshold,95,img_f43,1.0000000000000009,Variance
Variance Threshold,96,img_f44,0.9999999999999998,Variance
Variance Threshold,97,img_f45,1.0000000000000004,Variance
Variance Threshold,98,img_f46,0.999999999999999,Variance
Variance Threshold,99,img_f47,1.0000000000000033,Variance
Variance Threshold,100,img_f48,0.9999999999999947,Variance
Variance Threshold,101,img_f49,0.9999999999999953,Variance
Variance Threshold,102,img_f50,1.000000000000004,Variance
Variance Threshold,103,img_f51,1.0000000000000038,Variance
Variance Threshold,104,img_f52,0.9999999999999987,Variance
Variance Threshold,105,img_f53,1.0000000000000009,Variance
Variance Threshold,106,img_f54,1.0000000000000004,Variance
Variance Threshold,107,img_f55,0.999999999999996,Variance
Variance Threshold,108,img_f56,0.9999999999999994,Variance
Variance Threshold,109,img_f57,0.9999999999999929,Variance
Variance Threshold,110,img_f58,0.9999999999999971,Variance
Variance Threshold,111,img_f59,1.0000000000000016,Variance
Variance Threshold,112,img_f60,1.0000000000000022,Variance
Variance Threshold,113,img_f61,1.0000000000000049,Variance
Variance Threshold,114,img_f62,0.9999999999999984,Variance
Variance Threshold,115,img_f63,0.9999999999999982,Variance
Variance Threshold,116,img_f64,1.0000000000000007,Variance
Variance Threshold,117,img_f65,1.0000000000000082,Variance
Variance Threshold,118,img_f66,1.000000000000001,Variance
Variance Threshold,119,img_f67,1.0000000000000018,Variance
Variance Threshold,120,img_f68,1.000000000000002,Variance
Variance Threshold,121,img_f69,1.0000000000000007,Variance
Variance Threshold,122,img_f70,1.0000000000000018,Variance
Variance Threshold,123,img_f71,0.999999999999999,Variance
Variance Threshold,124,img_f72,1.0000000000000124,Variance
Variance Threshold,125,img_f73,1.0000000000000036,Variance
Variance Threshold,126,img_f74,0.9999999999999958,Variance
Variance Threshold,127,img_f75,0.9999999999999989,Variance
Variance Threshold,128,img_f76,0.9999999999999944,Variance
Variance Threshold,129,img_f77,0.9999999999999953,Variance
Variance Threshold,130,img_f78,0.9999999999999998,Variance
Variance Threshold,131,img_f79,0.9999999999999997,Variance
Variance Threshold,132,img_f80,1.0000000000000027,Variance
Variance Threshold,133,img_f81,1.0000000000000093,Variance
Variance Threshold,134,img_f82,0.9999999999999997,Variance
Variance Threshold,135,img_f83,0.9999999999999932,Variance
Variance Threshold,136,img_f84,0.999999999999999,Variance
Variance Threshold,137,img_f85,1.0000000000000024,Variance
Variance Threshold,138,img_f86,1.0000000000000007,Variance
Variance Threshold,139,img_f87,1.0000000000000024,Variance
Variance Threshold,140,img_f88,1.0000000000000036,Variance
Variance Threshold,141,img_f89,0.9999999999999997,Variance
Variance Threshold,142,img_f90,0.9999999999999968,Variance
Variance Threshold,143,img_f91,1.0000000000000093,Variance
Variance Threshold,144,img_f92,1.0000000000000007,Variance
Variance Threshold,145,img_f93,1.0000000000000047,Variance
Variance Threshold,146,img_f94,0.9999999999999971,Variance
Variance Threshold,147,img_f95,1.0000000000000018,Variance
Variance Threshold,148,img_f96,0.9999999999999898,Variance
Variance Threshold,149,img_f97,1.0000000000000009,Variance
Variance Threshold,150,img_f98,1.000000000000006,Variance
Variance Threshold,151,img_f99,1.0000000000000009,Variance
Variance Threshold,152,img_f100,1.00000000000001,Variance
Variance Threshold,153,img_f101,0.9999999999999969,Variance
Variance Threshold,154,img_f102,0.9999999999999939,Variance
Variance Threshold,155,img_f103,1.000000000000003,Variance
Variance Threshold,156,img_f104,1.0000000000000022,Variance
Variance Threshold,157,img_f105,1.0000000000000013,Variance
Variance Threshold,158,img_f106,1.0000000000000009,Variance
Variance Threshold,159,img_f107,1.000000000000006,Variance
Variance Threshold,160,img_f108,1.0000000000000036,Variance
Variance Threshold,161,img_f109,1.0000000000000118,Variance
Variance Threshold,162,img_f110,1.0000000000000024,Variance
Variance Threshold,163,img_f111,0.9999999999999911,Variance
Variance Threshold,164,img_f112,1.0000000000000004,Variance
Variance Threshold,165,img_f113,1.0000000000000044,Variance
Variance Threshold,166,img_f114,0.9999999999999968,Variance
Variance Threshold,167,img_f115,0.9999999999999984,Variance
Variance Threshold,168,img_f116,0.9999999999999998,Variance
Variance Threshold,169,img_f117,0.9999999999999979,Variance
Variance Threshold,170,img_f118,1.0000000000000047,Variance
Variance Threshold,171,img_f119,0.999999999999995,Variance
Variance Threshold,172,img_f120,1.0000000000000027,Variance
Variance Threshold,173,img_f121,0.9999999999999997,Variance
Variance Threshold,174,img_f122,0.9999999999999969,Variance
Variance Threshold,175,img_f123,0.9999999999999994,Variance
Variance Threshold,176,img_f124,0.999999999999986,Variance
Variance Threshold,177,img_f125,1.0000000000000004,Variance
Variance Threshold,178,img_f126,1.0000000000000013,Variance
Variance Threshold,179,img_f127,0.9999999999999994,Variance
Variance Threshold,180,img_f128,1.0000000000000007,Variance
Variance Threshold,181,img_f129,1.000000000000002,Variance
Variance Threshold,182,img_f130,1.0,Variance
Variance Threshold,183,img_f131,1.0000000000000042,Variance
Variance Threshold,184,img_f132,1.0000000000000004,Variance
Variance Threshold,185,img_f133,1.0000000000000029,Variance
Variance Threshold,186,img_f134,0.9999999999999913,Variance
Variance Threshold,187,img_f135,0.9999999999999963,Variance
Variance Threshold,188,img_f136,1.000000000000001,Variance
Variance Threshold,189,img_f137,0.9999999999999898,Variance
Variance Threshold,190,img_f138,0.9999999999999976,Variance
Variance Threshold,191,img_f139,1.0000000000000078,Variance
Variance Threshold,192,img_f140,0.9999999999999927,Variance
Variance Threshold,193,img_f141,0.9999999999999969,Variance
Variance Threshold,194,img_f142,1.0000000000000007,Variance
Variance Threshold,195,img_f143,1.0000000000000109,Variance
Variance Threshold,196,img_f144,1.0000000000000002,Variance
Variance Threshold,197,img_f145,0.9999999999999997,Variance
Variance Threshold,198,img_f146,1.0000000000000022,Variance
Variance Threshold,199,img_f147,0.9999999999999969,Variance
Variance Threshold,200,img_f148,0.9999999999999966,Variance
Variance Threshold,201,img_f149,0.9999999999999994,Variance
Variance Threshold,202,img_f150,1.0000000000000036,Variance
Variance Threshold,203,img_f151,1.0000000000000062,Variance
Variance Threshold,204,img_f152,0.999999999999999,Variance
Variance Threshold,205,img_f153,1.0000000000000004,Variance
Variance Threshold,206,img_f154,1.0000000000000095,Variance
Variance Threshold,207,img_f155,1.000000000000005,Variance
Variance Threshold,208,img_f156,1.0000000000000064,Variance
Variance Threshold,209,img_f157,0.9999999999999948,Variance
Variance Threshold,210,img_f158,1.0000000000000149,Variance
Variance Threshold,211,img_f159,1.0000000000000002,Variance
Variance Threshold,212,img_f160,0.9999999999999997,Variance
Variance Threshold,213,img_f161,1.00000000000001,Variance
Variance Threshold,214,img_f162,1.0000000000000138,Variance
Variance Threshold,215,img_f163,1.0000000000000093,Variance
Variance Threshold,216,img_f164,1.0000000000000022,Variance
Variance Threshold,217,img_f165,0.9999999999999989,Variance
Variance Threshold,218,img_f166,1.0000000000000002,Variance
Variance Threshold,219,img_f167,0.9999999999999998,Variance
Variance Threshold,220,img_f168,0.9999999999999963,Variance
Variance Threshold,221,img_f169,1.0000000000000009,Variance
Variance Threshold,222,img_f170,1.0000000000000002,Variance
Variance Threshold,223,img_f171,1.0000000000000018,Variance
Variance Threshold,224,img_f172,1.0000000000000024,Variance
Variance Threshold,225,img_f173,1.0000000000000047,Variance
Variance Threshold,226,img_f174,1.0000000000000013,Variance
Variance Threshold,227,img_f175,1.0000000000000009,Variance
Variance Threshold,228,img_f176,0.9999999999999963,Variance
Variance Threshold,229,img_f177,0.9999999999999981,Variance
Variance Threshold,230,img_f178,0.9999999999999994,Variance
Variance Threshold,231,img_f179,0.9999999999999994,Variance
Variance Threshold,232,img_f180,1.0000000000000078,Variance
Variance Threshold,233,img_f181,1.000000000000001,Variance
Variance Threshold,234,img_f182,0.9999999999999911,Variance
Variance Threshold,235,img_f183,1.000000000000001,Variance
Variance Threshold,236,img_f184,0.999999999999995,Variance
Variance Threshold,237,img_f185,0.9999999999999982,Variance
Variance Threshold,238,img_f186,0.9999999999999976,Variance
Variance Threshold,239,img_f187,0.9999999999999994,Variance
Variance Threshold,240,img_f188,0.9999999999999939,Variance
Variance Threshold,241,img_f189,0.9999999999999977,Variance
Variance Threshold,242,img_f190,1.000000000000001,Variance
Variance Threshold,243,img_f191,1.000000000000005,Variance
Variance Threshold,244,img_f192,0.9999999999999971,Variance
Variance Threshold,245,img_f193,0.9999999999999987,Variance
Variance Threshold,246,img_f194,0.9999999999999948,Variance
Variance Threshold,247,img_f195,1.0000000000000038,Variance
Variance Threshold,248,img_f196,1.000000000000002,Variance
Variance Threshold,249,img_f197,0.9999999999999976,Variance
Variance Threshold,250,img_f198,0.9999999999999971,Variance
Variance Threshold,251,img_f199,0.9999999999999963,Variance
Variance Threshold,252,img_f200,1.0000000000000018,Variance
Variance Threshold,253,img_f201,1.0000000000000009,Variance
Variance Threshold,254,img_f202,1.0000000000000078,Variance
Variance Threshold,255,img_f203,1.0,Variance
Variance Threshold,256,img_f204,1.0000000000000069,Variance
Variance Threshold,257,img_f205,0.9999999999999969,Variance
Variance Threshold,258,img_f206,1.0000000000000016,Variance
Variance Threshold,259,img_f207,0.9999999999999987,Variance
Variance Threshold,260,img_f208,1.000000000000002,Variance
Variance Threshold,261,img_f209,0.9999999999999997,Variance
Variance Threshold,262,img_f210,1.0000000000000004,Variance
Variance Threshold,263,img_f211,0.9999999999999973,Variance
Variance Threshold,264,img_f212,0.9999999999999931,Variance
Variance Threshold,265,img_f213,1.000000000000004,Variance
Variance Threshold,266,img_f214,1.0000000000000018,Variance
Variance Threshold,267,img_f215,0.9999999999999998,Variance
Variance Threshold,268,img_f216,0.9999999999999989,Variance
Variance Threshold,269,img_f217,0.9999999999999992,Variance
Variance Threshold,270,img_f218,1.0000000000000142,Variance
Variance Threshold,271,img_f219,0.9999999999999989,Variance
Variance Threshold,272,img_f220,0.9999999999999981,Variance
Variance Threshold,273,img_f221,1.0000000000000124,Variance
Variance Threshold,274,img_f222,0.9999999999999997,Variance
Variance Threshold,275,img_f223,0.9999999999999979,Variance
Variance Threshold,276,img_f224,0.9999999999999908,Variance
Variance Threshold,277,img_f225,0.999999999999999,Variance
Variance Threshold,278,img_f226,1.0000000000000033,Variance
Variance Threshold,279,img_f227,0.9999999999999944,Variance
Variance Threshold,280,img_f228,1.0,Variance
Variance Threshold,281,img_f229,1.0000000000000016,Variance
Variance Threshold,282,img_f230,0.9999999999999845,Variance
Variance Threshold,283,img_f231,1.0000000000000024,Variance
Variance Threshold,284,img_f232,0.9999999999999984,Variance
Variance Threshold,285,img_f233,0.9999999999999973,Variance
Variance Threshold,286,img_f234,0.9999999999999998,Variance
Variance Threshold,287,img_f235,0.9999999999999971,Variance
Variance Threshold,288,img_f236,1.0000000000000007,Variance
Variance Threshold,289,img_f237,1.0000000000000029,Variance
Variance Threshold,290,img_f238,1.000000000000004,Variance
Variance Threshold,291,img_f239,0.9999999999999937,Variance
Variance Threshold,292,img_f240,1.0000000000000047,Variance
Variance Threshold,293,img_f241,0.9999999999999998,Variance
Variance Threshold,294,img_f242,1.0000000000000062,Variance
Variance Threshold,295,img_f243,1.0000000000000018,Variance
Variance Threshold,296,img_f244,1.0000000000000042,Variance
Variance Threshold,297,img_f245,0.999999999999991,Variance
Variance Threshold,298,img_f246,0.9999999999999989,Variance
Variance Threshold,299,img_f247,1.0000000000000027,Variance
Variance Threshold,300,img_f248,1.0000000000000004,Variance
Variance Threshold,301,img_f249,1.0000000000000002,Variance
Variance Threshold,302,img_f250,0.9999999999999971,Variance
Variance Threshold,303,img_f251,1.0000000000000007,Variance
Variance Threshold,304,img_f252,1.0000000000000078,Variance
Variance Threshold,305,img_f253,1.000000000000001,Variance
Variance Threshold,306,img_f254,1.0000000000000022,Variance
Variance Threshold,307,img_f255,0.9999999999999934,Variance
Variance Threshold,308,img_f256,0.9999999999999979,Variance
Variance Threshold,309,img_f257,1.0,Variance
Variance Threshold,310,img_f258,1.0000000000000033,Variance
Variance Threshold,311,img_f259,0.9999999999999992,Variance
Variance Threshold,312,img_f260,0.9999999999999948,Variance
Variance Threshold,313,img_f261,0.999999999999981,Variance
Variance Threshold,314,img_f262,1.0000000000000078,Variance
Variance Threshold,315,img_f263,0.9999999999999987,Variance
Variance Threshold,316,img_f264,0.9999999999999997,Variance
Variance Threshold,317,img_f265,1.0000000000000036,Variance
Variance Threshold,318,img_f266,1.0000000000000013,Variance
Variance Threshold,319,img_f267,0.9999999999999977,Variance
Variance Threshold,320,img_f268,0.9999999999999973,Variance
Variance Threshold,321,img_f269,1.0000000000000002,Variance
Variance Threshold,322,img_f270,1.0000000000000027,Variance
Variance Threshold,323,img_f271,1.0000000000000093,Variance
Variance Threshold,324,img_f272,0.999999999999995,Variance
Variance Threshold,325,img_f273,1.0000000000000013,Variance
Variance Threshold,326,img_f274,1.0000000000000007,Variance
Variance Threshold,327,img_f275,0.9999999999999981,Variance
Variance Threshold,328,img_f276,0.9999999999999994,Variance
Variance Threshold,329,img_f277,0.999999999999995,Variance
Variance Threshold,330,img_f278,1.0000000000000038,Variance
Variance Threshold,331,img_f279,0.9999999999999992,Variance
Variance Threshold,332,img_f280,1.0000000000000058,Variance
Variance Threshold,333,img_f281,1.0000000000000007,Variance
Variance Threshold,334,img_f282,1.0000000000000002,Variance
Variance Threshold,335,img_f283,0.9999999999999944,Variance
Variance Threshold,336,img_f284,1.0000000000000036,Variance
Variance Threshold,337,img_f285,1.0000000000000078,Variance
Variance Threshold,338,img_f286,1.000000000000001,Variance
Variance Threshold,339,img_f287,0.999999999999995,Variance
Variance Threshold,340,img_f288,1.0000000000000007,Variance
Variance Threshold,341,img_f289,0.9999999999999979,Variance
Variance Threshold,342,img_f290,0.9999999999999944,Variance
Variance Threshold,343,img_f291,0.9999999999999961,Variance
Variance Threshold,344,img_f292,1.0000000000000078,Variance
Variance Threshold,345,img_f293,0.9999999999999831,Variance
Variance Threshold,346,img_f294,0.9999999999999977,Variance
Variance Threshold,347,img_f295,1.000000000000003,Variance
Variance Threshold,348,img_f296,1.000000000000002,Variance
Variance Threshold,349,img_f297,0.9999999999999976,Variance
Variance Threshold,350,img_f298,1.0000000000000036,Variance
Variance Threshold,351,img_f299,1.0000000000000024,Variance
Variance Threshold,352,img_f300,0.9999999999999961,Variance
Variance Threshold,353,img_f301,1.0000000000000029,Variance
Variance Threshold,354,img_f302,1.0000000000000036,Variance
Variance Threshold,355,img_f303,1.0000000000000022,Variance
Variance Threshold,356,img_f304,1.0000000000000002,Variance
Variance Threshold,357,img_f305,1.000000000000011,Variance
Variance Threshold,358,img_f306,1.0000000000000007,Variance
Variance Threshold,359,img_f307,0.9999999999999982,Variance
Variance Threshold,360,img_f308,0.9999999999999947,Variance
Variance Threshold,361,img_f309,0.9999999999999979,Variance
Variance Threshold,362,img_f310,0.9999999999999994,Variance
Variance Threshold,363,img_f311,1.0000000000000007,Variance
Variance Threshold,364,img_f312,1.0000000000000007,Variance
Variance Threshold,365,img_f313,0.9999999999999937,Variance
Variance Threshold,366,img_f314,1.0000000000000044,Variance
Variance Threshold,367,img_f315,1.0000000000000064,Variance
Variance Threshold,368,img_f316,1.0000000000000013,Variance
Variance Threshold,369,img_f317,1.0000000000000036,Variance
Variance Threshold,370,img_f318,0.9999999999999997,Variance
Variance Threshold,371,img_f319,0.999999999999995,Variance
Variance Threshold,372,img_f320,0.9999999999999992,Variance
Variance Threshold,373,img_f321,0.9999999999999981,Variance
Variance Threshold,374,img_f322,0.9999999999999969,Variance
Variance Threshold,375,img_f323,0.9999999999999998,Variance
Variance Threshold,376,img_f324,0.9999999999999998,Variance
Variance Threshold,377,img_f325,0.9999999999999947,Variance
Variance Threshold,378,img_f326,0.9999999999999797,Variance
Variance Threshold,379,img_f327,1.0000000000000056,Variance
Variance Threshold,380,img_f328,1.0000000000000049,Variance
Variance Threshold,381,img_f329,1.0000000000000024,Variance
Variance Threshold,382,img_f330,1.0000000000000022,Variance
Variance Threshold,383,img_f331,1.0,Variance
Variance Threshold,384,img_f332,0.9999999999999984,Variance
Variance Threshold,385,img_f333,1.0000000000000024,Variance
Variance Threshold,386,img_f334,0.999999999999999,Variance
Variance Threshold,387,img_f335,1.0000000000000002,Variance
Variance Threshold,388,img_f336,1.0000000000000144,Variance
Variance Threshold,389,img_f337,0.9999999999999961,Variance
Variance Threshold,390,img_f338,1.0000000000000142,Variance
Variance Threshold,391,img_f339,1.0000000000000018,Variance
Variance Threshold,392,img_f340,1.0000000000000007,Variance
Variance Threshold,393,img_f341,1.0000000000000047,Variance
Variance Threshold,394,img_f342,0.9999999999999997,Variance
Variance Threshold,395,img_f343,1.0000000000000013,Variance
Variance Threshold,396,img_f344,0.9999999999999981,Variance
Variance Threshold,397,img_f345,0.999999999999996,Variance
Variance Threshold,398,img_f346,1.0,Variance
Variance Threshold,399,img_f347,1.000000000000022,Variance
Variance Threshold,400,img_f348,1.0000000000000038,Variance
Variance Threshold,401,img_f349,0.9999999999999833,Variance
Variance Threshold,402,img_f350,1.0000000000000022,Variance
Variance Threshold,403,img_f351,1.0000000000000022,Variance
Variance Threshold,404,img_f352,0.9999999999999971,Variance
Variance Threshold,405,img_f353,1.0000000000000007,Variance
Variance Threshold,406,img_f354,1.0000000000000069,Variance
Variance Threshold,407,img_f355,0.9999999999999997,Variance
Variance Threshold,408,img_f356,0.9999999999999998,Variance
Variance Threshold,409,img_f357,1.0000000000000007,Variance
Variance Threshold,410,img_f358,0.9999999999999947,Variance
Variance Threshold,411,img_f359,0.9999999999999977,Variance
Variance Threshold,412,img_f360,0.9999999999999956,Variance
Variance Threshold,413,img_f361,1.0000000000000038,Variance
Variance Threshold,414,img_f362,1.0000000000000115,Variance
Variance Threshold,415,img_f363,0.999999999999986,Variance
Variance Threshold,416,img_f364,0.9999999999999989,Variance
Variance Threshold,417,img_f365,0.9999999999999837,Variance
Variance Threshold,418,img_f366,1.0000000000000033,Variance
Variance Threshold,419,img_f367,1.0000000000000009,Variance
Variance Threshold,420,img_f368,0.9999999999999913,Variance
Variance Threshold,421,img_f369,0.999999999999999,Variance
Variance Threshold,422,img_f370,0.9999999999999879,Variance
Variance Threshold,423,img_f371,0.9999999999999987,Variance
Variance Threshold,424,img_f372,0.9999999999999976,Variance
Variance Threshold,425,img_f373,1.0000000000000002,Variance
Variance Threshold,426,img_f374,1.0000000000000089,Variance
Variance Threshold,427,img_f375,0.999999999999999,Variance
Variance Threshold,428,img_f376,1.0000000000000058,Variance
Variance Threshold,429,img_f377,1.0000000000000062,Variance
Variance Threshold,430,img_f378,1.0000000000000027,Variance
Variance Threshold,431,img_f379,1.0000000000000002,Variance
Variance Threshold,432,img_f380,1.0000000000000009,Variance
Variance Threshold,433,img_f381,0.9999999999999981,Variance
Variance Threshold,434,img_f382,1.0000000000000053,Variance
Variance Threshold,435,img_f383,0.9999999999999992,Variance
Variance Threshold,436,img_f384,1.0000000000000049,Variance
Variance Threshold,437,img_f385,1.0000000000000009,Variance
Variance Threshold,438,img_f386,1.0000000000000002,Variance
Variance Threshold,439,img_f387,1.000000000000006,Variance
Variance Threshold,440,img_f388,0.9999999999999998,Variance
Variance Threshold,441,img_f389,0.9999999999999973,Variance
Variance Threshold,442,img_f390,0.9999999999999977,Variance
Variance Threshold,443,img_f391,0.9999999999999992,Variance
Variance Threshold,444,img_f392,1.0000000000000009,Variance
Variance Threshold,445,img_f393,1.0,Variance
Variance Threshold,446,img_f394,1.0000000000000018,Variance
Variance Threshold,447,img_f395,0.9999999999999892,Variance
Variance Threshold,448,img_f396,1.0000000000000022,Variance
Variance Threshold,449,img_f397,0.9999999999999984,Variance
Variance Threshold,450,img_f398,1.0000000000000004,Variance
Variance Threshold,451,img_f399,1.0000000000000024,Variance
Variance Threshold,452,img_f400,0.9999999999999981,Variance
Variance Threshold,453,img_f401,0.9999999999999992,Variance
Variance Threshold,454,img_f402,0.9999999999999932,Variance
Variance Threshold,455,img_f403,1.0000000000000078,Variance
Variance Threshold,456,img_f404,0.9999999999999984,Variance
Variance Threshold,457,img_f405,0.9999999999999966,Variance
Variance Threshold,458,img_f406,0.999999999999989,Variance
Variance Threshold,459,img_f407,0.9999999999999998,Variance
Variance Threshold,460,img_f408,1.0000000000000018,Variance
Variance Threshold,461,img_f409,1.0000000000000038,Variance
Variance Threshold,462,img_f410,1.0000000000000004,Variance
Variance Threshold,463,img_f411,0.9999999999999968,Variance
Variance Threshold,464,img_f412,0.9999999999999963,Variance
Variance Threshold,465,img_f413,1.0000000000000029,Variance
Variance Threshold,466,img_f414,0.9999999999999969,Variance
Variance Threshold,467,img_f415,1.0000000000000064,Variance
Variance Threshold,468,img_f416,1.0000000000000053,Variance
Variance Threshold,469,img_f417,1.000000000000002,Variance
Variance Threshold,470,img_f418,0.9999999999999997,Variance
Variance Threshold,471,img_f419,0.9999999999999992,Variance
Variance Threshold,472,img_f420,1.000000000000005,Variance
Variance Threshold,473,img_f421,0.9999999999999997,Variance
Variance Threshold,474,img_f422,1.0000000000000024,Variance
Variance Threshold,475,img_f423,0.9999999999999998,Variance
Variance Threshold,476,img_f424,0.9999999999999994,Variance
Variance Threshold,477,img_f425,0.9999999999999966,Variance
Variance Threshold,478,img_f426,0.9999999999999937,Variance
Variance Threshold,479,img_f427,1.0000000000000104,Variance
Variance Threshold,480,img_f428,1.000000000000002,Variance
Variance Threshold,481,img_f429,0.9999999999999866,Variance
Variance Threshold,482,img_f430,0.9999999999999961,Variance
Variance Threshold,483,img_f431,0.999999999999989,Variance
Variance Threshold,484,img_f432,0.999999999999991,Variance
Variance Threshold,485,img_f433,1.0000000000000049,Variance
Variance Threshold,486,img_f434,0.9999999999999968,Variance
Variance Threshold,487,img_f435,1.0000000000000062,Variance
Variance Threshold,488,img_f436,1.0000000000000049,Variance
Variance Threshold,489,img_f437,0.999999999999999,Variance
Variance Threshold,490,img_f438,0.9999999999999913,Variance
Variance Threshold,491,img_f439,1.0000000000000033,Variance
Variance Threshold,492,img_f440,1.0000000000000033,Variance
Variance Threshold,493,img_f441,1.0000000000000007,Variance
Variance Threshold,494,img_f442,1.0000000000000036,Variance
Variance Threshold,495,img_f443,0.9999999999999842,Variance
Variance Threshold,496,img_f444,0.9999999999999984,Variance
Variance Threshold,497,img_f445,0.9999999999999979,Variance
Variance Threshold,498,img_f446,1.0000000000000022,Variance
Variance Threshold,499,img_f447,1.000000000000003,Variance
Variance Threshold,500,img_f448,1.000000000000012,Variance
Variance Threshold,501,img_f449,1.000000000000002,Variance
